eo_data,class,lon,lat,subset,start_date,end_date,eo_status,coord
Maize,7,37.17595933,-0.744178,training,15/01/2021,15/01/2022,complete,"[0.19028424 0.96308218 0.31944635 0.59356127 0.17340525 0.52822032
 0.18947001 0.76153959 0.87188912 0.0627733 ]"
Maize,7,37.1891642,-0.742472,training,16/01/2021,16/01/2022,complete,"[0.8309419  0.90373936 0.23380059 0.65560071 0.57405832 0.93434509
 0.22942145 0.62516357 0.54577453 0.1454442 ]"
Mango,11,37.2272167,-0.761654406,training,17/01/2021,17/01/2022,complete,"[0.67256807 0.91707862 0.919021   0.76131938 0.28196165 0.2570314
 0.36217835 0.58622435 0.58535546 0.03804507]"
Mango,11,37.22525953,-0.766506511,training,18/01/2021,18/01/2022,complete,"[0.57012356 0.23463414 0.75206294 0.55891058 0.2193208  0.10135499
 0.02838803 0.67181883 0.8901804  0.24860155]"
Beans,12,37.2244325,-0.7603432,training,19/01/2021,19/01/2022,complete,"[0.79295101 0.41985116 0.12727624 0.83908531 0.73285646 0.48586659
 0.25947771 0.15508834 0.50549621 0.02311175]"
Beans,12,37.21239282,-0.75338283,training,20/01/2021,20/01/2022,complete,"[0.82090288 0.31154843 0.93733554 0.37435054 0.50842826 0.30053588
 0.60348967 0.51056113 0.46017082 0.92961873]"
Mango,11,37.1948962,-0.7476428,training,21/01/2021,21/01/2022,complete,"[0.54323198 0.75623831 0.06833351 0.40879444 0.6996893  0.14306247
 0.17049869 0.80610036 0.57084616 0.10048229]"
Maize,7,37.20241253,-0.741878802,training,22/01/2021,22/01/2022,complete,"[0.53819114 0.57322872 0.19299947 0.38126912 0.16440912 0.70214732
 0.21378646 0.30517417 0.11402151 0.79559374]"
Maize,7,37.21320872,-0.744144507,training,23/01/2021,23/01/2022,complete,"[0.67422076 0.76835825 0.1183605  0.42389442 0.47723099 0.41393018
 0.96511373 0.33754346 0.93352794 0.98795953]"
Maize,7,37.206584,-0.7523143,training,24/01/2021,24/01/2022,complete,"[0.22733995 0.15512678 0.27730637 0.10489209 0.11575427 0.18490726
 0.02594998 0.91620497 0.94628177 0.56197239]"
Maize,7,37.2410826,-0.7207674,training,25/01/2021,25/01/2022,complete,"[0.70146452 0.5322898  0.61220979 0.63174875 0.31859368 0.51218151
 0.49728987 0.92660044 0.06228038 0.09836866]"
Maize,7,37.23824483,-0.744685878,training,26/01/2021,26/01/2022,complete,"[0.49357691 0.70194085 0.18471514 0.60781004 0.98991405 0.58798197
 0.11729506 0.1394694  0.5519726  0.28036834]"
Maize,7,37.20748373,-0.756198852,training,27/01/2021,27/01/2022,complete,"[0.85933558 0.83807898 0.80858835 0.38279944 0.67177641 0.12369129
 0.65260655 0.40856239 0.9152232  0.3450425 ]"
Maize,7,37.2199239,-0.7645054,training,28/01/2021,28/01/2022,complete,"[0.8488631  0.42580562 0.13718716 0.20971702 0.7396695  0.70674907
 0.45029766 0.4702711  0.14928351 0.77918252]"
Maize,7,37.22154457,-0.765457353,training,29/01/2021,29/01/2022,complete,"[0.53854911 0.91175819 0.93389739 0.98962398 0.66387365 0.09413438
 0.91774218 0.93331158 0.02045204 0.12694763]"
Maize,7,37.1947113,-0.7461134,training,30/01/2021,30/01/2022,complete,"[0.20090843 0.68658449 0.91655822 0.07659672 0.15211315 0.38808145
 0.78151334 0.07606658 0.336369   0.88286556]"
Maize,7,37.20654769,-0.753512014,training,31/01/2021,31/01/2022,complete,"[0.99335716 0.56913731 0.40096082 0.42175106 0.002395   0.24289794
 0.47454736 0.05384479 0.34317152 0.66115641]"
Maize,7,37.1715699,-0.742230331,training,02/01/2021,02/01/2022,complete,"[0.19679654 0.78196764 0.89118703 0.42026467 0.96761745 0.65645108
 0.38281848 0.46844624 0.35169084 0.58754734]"
Maize,7,37.20723057,-0.744151487,training,02/02/2021,02/02/2022,complete,"[0.95850572 0.65313832 0.53687567 0.47988561 0.19634466 0.90161097
 0.88100741 0.68126813 0.09252861 0.89356136]"
Maize,7,37.20335502,-0.74445285,training,02/03/2021,02/03/2022,complete,"[0.58030815 0.16840878 0.8372266  0.79510177 0.70750902 0.93025908
 0.98052005 0.10642563 0.73784534 0.2058484 ]"
Maize,7,37.23667089,-0.744906908,training,02/04/2021,02/04/2022,complete,"[0.83794309 0.17372641 0.80371986 0.11334062 0.25391911 0.35591208
 0.12178811 0.66329445 0.18446003 0.45550835]"
Maize,7,37.20972033,-0.744536544,training,02/05/2021,02/05/2022,complete,"[0.56394073 0.19854966 0.30842418 0.94659783 0.85039655 0.41052084
 0.45794862 0.99276499 0.54839074 0.02390445]"
Maize,7,37.22785802,-0.766529525,training,02/06/2021,02/06/2022,complete,"[0.1351369  0.36892255 0.76329664 0.74638021 0.61067562 0.40596433
 0.72307681 0.34577133 0.37974194 0.60229644]"
Beans,12,37.23653183,-0.744554884,training,02/07/2021,02/07/2022,complete,"[0.91441916 0.45295848 0.52984276 0.45055431 0.38639611 0.12180826
 0.18366697 0.66572556 0.87616379 0.6352606 ]"
Maize,7,37.20745462,-0.75630786,training,02/08/2021,02/08/2022,complete,"[0.47651321 0.95790718 0.94794944 0.50439379 0.00336827 0.70765995
 0.44550091 0.65958088 0.21717049 0.839981  ]"
Maize,7,37.1988599,-0.7481621,training,02/09/2021,02/09/2022,complete,"[0.40776571 0.38895748 0.94235851 0.17511397 0.79978019 0.48538428
 0.54486409 0.77096413 0.18903245 0.17847209]"
Maize,7,37.23346861,-0.726285349,training,02/10/2021,02/10/2022,complete,"[0.92213535 0.99695003 0.93061322 0.95331539 0.46596387 0.2601381
 0.91946432 0.2033927  0.99967369 0.52668802]"
Maize,7,37.20290947,-0.742782077,training,02/11/2021,02/11/2022,complete,"[0.26255041 0.18717445 0.42450625 0.76547351 0.77264585 0.45218403
 0.4684739  0.14871696 0.67430632 0.24966154]"
Maize,7,37.22569655,-0.757101992,training,02/12/2021,02/12/2022,complete,"[0.39506211 0.24610993 0.30348712 0.43368478 0.36543321 0.52765287
 0.1872861  0.27652756 0.28517339 0.65921422]"
Maize,7,37.18530054,-0.744952971,training,13/02/2021,13/02/2022,complete,"[0.34281446 0.97962717 0.65065876 0.00860511 0.78059332 0.45839832
 0.11438406 0.31765634 0.62934466 0.1325387 ]"
Maize,7,37.21505923,-0.753883053,training,14/02/2021,14/02/2022,complete,"[0.99611026 0.8108949  0.49805766 0.33257914 0.37410617 0.22319919
 0.25665332 0.93125412 0.76329827 0.10894644]"
Maize,7,37.23768582,-0.723297538,training,15/02/2021,15/02/2022,complete,"[0.02668125 0.15229074 0.39524488 0.24386595 0.46748964 0.59692098
 0.98119966 0.78431654 0.22098089 0.09743883]"
Maize,7,37.19470688,-0.747722932,training,16/02/2021,16/02/2022,complete,"[0.17001272 0.58980864 0.9725462  0.18772425 0.39741816 0.67497561
 0.55320941 0.17010922 0.67329825 0.07703158]"
Maize,7,37.22255161,-0.765298306,training,17/02/2021,17/02/2022,complete,"[0.50475233 0.33236999 0.76077753 0.71735051 0.25262777 0.77803023
 0.56693215 0.18946057 0.58278314 0.52273333]"
Maize,7,37.1946702,-0.7472551,training,18/02/2021,18/02/2022,complete,"[0.9170656  0.94622504 0.99156477 0.54596713 0.4536893  0.68008996
 0.82585197 0.58422654 0.9509628  0.19742228]"
Maize,7,37.19790142,-0.746768875,training,19/02/2021,19/02/2022,complete,"[0.99579598 0.77127622 0.20067387 0.45406686 0.33514551 0.47163511
 0.96503431 0.57687607 0.47768375 0.56072351]"
Maize,7,37.20985883,-0.753122131,training,20/02/2021,20/02/2022,complete,"[0.51649913 0.50816426 0.54490689 0.46398831 0.79776145 0.19568004
 0.28980169 0.16484213 0.90511094 0.32707065]"
Beans,12,37.23133165,-0.761016611,training,21/02/2021,21/02/2022,complete,"[0.05772378 0.21052952 0.8435481  0.46598629 0.34106612 0.72732923
 0.54231242 0.80398038 0.39200368 0.73044781]"
Maize,7,37.18332081,-0.744266718,training,22/02/2021,22/02/2022,complete,"[0.6111774  0.0430025  0.99575816 0.20218437 0.22288767 0.46575799
 0.19312132 0.37300306 0.30412257 0.03467208]"
Maize,7,37.22422319,-0.756371861,training,23/02/2021,23/02/2022,complete,"[0.72451496 0.04475536 0.43076516 0.34083305 0.14153628 0.95792771
 0.1387401  0.39336991 0.46886989 0.01270606]"
Maize,7,37.18654822,-0.743461852,training,24/02/2021,24/02/2022,complete,"[0.01637236 0.20417112 0.87086389 0.53982154 0.62213115 0.98868047
 0.33006022 0.85961515 0.79000064 0.48305972]"
Maize,7,37.22687002,-0.743296451,training,25/02/2021,25/02/2022,complete,"[0.78817264 0.21002904 0.9190207  0.3200139  0.94572999 0.54911825
 0.64329228 0.11736035 0.3641661  0.89765567]"
Maize,7,37.19131163,-0.742700968,training,26/02/2021,26/02/2022,complete,"[0.36902814 0.44012458 0.86017269 0.42974397 0.02532416 0.58172522
 0.78775855 0.08000482 0.28495814 0.52850457]"
Maize,7,37.22763484,-0.766746115,training,27/02/2021,27/02/2022,complete,"[0.03626418 0.37120855 0.23537573 0.6514388  0.1419328  0.52254823
 0.67756512 0.2547136  0.84214225 0.09520696]"
Maize,7,37.21120588,-0.744435941,training,28/02/2021,28/02/2022,complete,"[0.31007969 0.3235879  0.80816696 0.61244072 0.83022555 0.65025452
 0.03497905 0.79338143 0.83094869 0.32334738]"
Maize,7,37.20648284,-0.744518335,training,03/01/2021,03/01/2022,complete,"[0.89709665 0.0280635  0.87517813 0.25860164 0.86167306 0.61771903
 0.7374811  0.68783745 0.33439066 0.37042157]"
Maize,7,37.23077764,-0.743666601,training,03/02/2021,03/02/2022,complete,"[0.64871343 0.08893512 0.15448798 0.92342981 0.90042016 0.48927476
 0.89177885 0.73437219 0.35004964 0.55970787]"
Maize,7,37.18867985,-0.744522341,training,03/03/2021,03/03/2022,complete,"[0.5797847  0.30942608 0.92097357 0.02493917 0.19707788 0.02151251
 0.33728436 0.46596408 0.43113621 0.80929107]"
Maize,7,37.23326917,-0.744344009,training,03/04/2021,03/04/2022,complete,"[0.32794546 0.24510191 0.48177876 0.37333309 0.66277608 0.3162525
 0.79467914 0.42151867 0.14261922 0.89834168]"
Maize,7,37.20717046,-0.758316487,training,03/05/2021,03/05/2022,complete,"[0.73643533 0.77106215 0.6828476  0.12461525 0.11535156 0.98522474
 0.68917678 0.35516114 0.82420277 0.40507276]"
Maize,7,37.23115024,-0.743376435,training,03/06/2021,03/06/2022,complete,"[0.35621786 0.13827371 0.45012493 0.21207881 0.75584817 0.76610636
 0.48484824 0.34360924 0.04060434 0.51471467]"
Maize,7,37.18789256,-0.742268425,training,03/07/2021,03/07/2022,complete,"[0.42324536 0.26394705 0.06199544 0.61841928 0.79857705 0.33288218
 0.59540291 0.57508658 0.47563929 0.65090115]"
Maize,7,37.22089582,-0.743490552,training,03/08/2021,03/08/2022,complete,"[0.06057683 0.06257497 0.27475886 0.87616977 0.84212215 0.80444874
 0.09634959 0.46218077 0.91797109 0.89447042]"
Maize,7,37.21801139,-0.725600595,training,03/09/2021,03/09/2022,complete,"[0.40860483 0.44087415 0.43535384 0.72722069 0.00651588 0.87673988
 0.67973664 0.47747121 0.3992401  0.17667001]"
Maize,7,37.21987213,-0.764232275,training,03/10/2021,03/10/2022,complete,"[0.20631263 0.07369134 0.20118442 0.11764928 0.06041044 0.08402222
 0.58168194 0.15364927 0.79590585 0.93754488]"
Maize,7,37.24709531,-0.72603981,training,03/11/2021,03/11/2022,complete,"[0.06345292 0.31112677 0.36448487 0.8956907  0.91426567 0.77322277
 0.17433963 0.9333018  0.97421235 0.06017737]"
Maize,7,37.20898741,-0.760914786,training,03/12/2021,03/12/2022,complete,"[0.53175651 0.99890786 0.26740226 0.67224152 0.41233633 0.44612169
 0.46907098 0.53653058 0.06308845 0.5355726 ]"
Maize,7,37.22518641,-0.743164176,training,13/03/2021,13/03/2022,complete,"[0.42194669 0.42290456 0.32434953 0.49919788 0.84436001 0.54192877
 0.9827674  0.54265667 0.77296809 0.9307118 ]"
Maize,7,37.15916728,-0.655777093,training,14/03/2021,14/03/2022,complete,"[0.29291142 0.20308702 0.83259865 0.59290153 0.43673429 0.85921594
 0.53659575 0.47753902 0.82569377 0.27298182]"
Maize,7,37.15916728,-0.655777093,training,15/03/2021,15/03/2022,complete,"[0.03728065 0.57915166 0.10890633 0.34702044 0.4933139  0.66749226
 0.85882073 0.06245412 0.15264408 0.97077199]"
Maize,7,37.16185336,-0.746161536,training,16/03/2021,16/03/2022,complete,"[0.73077936 0.09719581 0.14750885 0.87073009 0.10383512 0.16467628
 0.68645533 0.62535417 0.17074105 0.14886693]"
Maize,7,37.15618408,-0.744677896,training,17/03/2021,17/03/2022,complete,"[0.33731056 0.41935663 0.49739258 0.12247555 0.8694713  0.34038551
 0.21475732 0.16326638 0.15981764 0.93166569]"
Maize,7,37.14531641,-0.744101488,training,18/03/2021,18/03/2022,complete,"[0.26878269 0.08938481 0.22535959 0.00429439 0.97067947 0.83487516
 0.28151743 0.40013794 0.06095247 0.07641763]"
Beans,12,37.14446164,-0.743451534,training,19/03/2021,19/03/2022,complete,"[0.04735962 0.33869237 0.12760802 0.44226055 0.91109747 0.72035074
 0.86403525 0.32497071 0.12820307 0.0641068 ]"
Maize,7,37.13798018,-0.742400032,training,20/03/2021,20/03/2022,complete,"[0.44664837 0.31635764 0.79405433 0.10119625 0.6030123  0.43325577
 0.32536863 0.99691268 0.363646   0.00803833]"
Beans,12,37.12461734,-0.689989259,training,21/03/2021,21/03/2022,complete,"[0.41178954 0.80391224 0.60674911 0.48447455 0.00595967 0.30117602
 0.09092404 0.66534337 0.91853623 0.40724223]"
Maize,7,37.11532052,-0.673036973,training,22/03/2021,22/03/2022,complete,"[0.61103323 0.45516214 0.00467077 0.26173017 0.99461129 0.25597852
 0.92021306 0.33157945 0.8389192  0.72079627]"
Maize,7,37.11496566,-0.672829953,training,23/03/2021,23/03/2022,complete,"[0.36073115 0.80401135 0.78857731 0.2164285  0.9857547  0.10531141
 0.22827501 0.9998234  0.76535339 0.49544561]"
Maize,7,37.12423741,-0.743998332,training,24/03/2021,24/03/2022,complete,"[0.40429216 0.69964424 0.44063045 0.06289517 0.92405931 0.85702191
 0.70056831 0.52898675 0.57421739 0.93032191]"
Maize,7,37.1239608,-0.744024825,training,25/03/2021,25/03/2022,complete,"[0.89101152 0.94340633 0.39050307 0.10778161 0.74688023 0.60761631
 0.70569221 0.06826507 0.85076294 0.74988174]"
Maize,7,37.1163098,-0.7441249,training,26/03/2021,26/03/2022,complete,"[0.82619814 0.70778505 0.31643307 0.1176291  0.520135   0.81150261
 0.0419774  0.381405   0.50078718 0.97044901]"
Maize,7,37.10778125,-0.743892186,training,27/03/2021,27/03/2022,complete,"[0.57961928 0.73825551 0.83959547 0.80718913 0.61262916 0.20903581
 0.7561973  0.52190171 0.46333235 0.41223283]"
Maize,7,37.1003155,-0.7442483,training,28/03/2021,28/03/2022,complete,"[0.41530363 0.38729513 0.84808992 0.11732157 0.77774045 0.60213249
 0.59292894 0.68386418 0.33357993 0.62571393]"
Maize,7,37.09968117,-0.745086672,training,29/03/2021,29/03/2022,complete,"[0.58869184 0.250809   0.15971481 0.69276367 0.68591538 0.46646533
 0.64275528 0.9505653  0.28222952 0.93542646]"
Maize,7,37.0994813,-0.7452573,training,30/03/2021,30/03/2022,complete,"[0.79799119 0.79319188 0.8768102  0.95443008 0.56915391 0.32360489
 0.2998825  0.87948523 0.97291281 0.89511045]"
Maize,7,37.0995532,-0.7448898,training,31/03/2021,31/03/2022,complete,"[0.58778792 0.64898406 0.19881982 0.74226218 0.00210981 0.5575313
 0.55155695 0.88953078 0.51430098 0.70213878]"
Maize,7,37.09345613,-0.735822871,training,04/01/2021,04/01/2022,complete,"[0.12085263 0.05522551 0.47386555 0.87230122 0.36151775 0.09184525
 0.71719737 0.29963428 0.2714024  0.30292318]"
Maize,7,37.09331255,-0.735645389,training,04/02/2021,04/02/2022,complete,"[0.15820899 0.90186212 0.12070519 0.07350316 0.59331748 0.9619876
 0.65485109 0.85196258 0.79136865 0.46570799]"
Maize,7,37.09076137,-0.734996073,training,04/03/2021,04/03/2022,complete,"[0.28172726 0.43174668 0.43353424 0.68356706 0.43663823 0.19776275
 0.10587952 0.73412725 0.46802333 0.1107909 ]"
Maize,7,37.09063431,-0.734961359,training,04/04/2021,04/04/2022,complete,"[0.94306514 0.82652586 0.38925914 0.91915041 0.12240812 0.65504951
 0.48654062 0.76419686 0.00538517 0.25909867]"
Maize,7,37.07239181,-0.732209312,training,04/05/2021,04/05/2022,complete,"[0.98082487 0.40645388 0.90101108 0.10510077 0.55516181 0.8031634
 0.71458976 0.99618502 0.39175725 0.08086628]"
Maize,7,37.0657302,-0.731508768,training,04/06/2021,04/06/2022,complete,"[0.41419037 0.12016924 0.34070582 0.72204722 0.66467651 0.94785913
 0.7729517  0.78948652 0.98886614 0.89076498]"
Bananas,20,37.0607727,-0.7267421,training,04/07/2021,04/07/2022,complete,"[0.88487018 0.16454477 0.29133547 0.38728819 0.18972697 0.42014471
 0.35895602 0.49006361 0.47483202 0.23084058]"
Arrowroot,16,37.0548687,-0.7186812,training,04/08/2021,04/08/2022,complete,"[0.898965   0.13467157 0.5321694  0.73766114 0.52103242 0.39363991
 0.15399804 0.53972977 0.56290019 0.7580717 ]"
Maize,7,37.0543843,-0.7186859,training,04/09/2021,04/09/2022,complete,"[0.50240043 0.75788115 0.65541921 0.44092286 0.90826911 0.55627043
 0.30076934 0.4345046  0.14340403 0.23456726]"
Bananas,20,37.0563854,-0.714093,training,04/10/2021,04/10/2022,complete,"[0.73752342 0.60703844 0.74917798 0.76598727 0.20302493 0.55106366
 0.79423178 0.0277175  0.78286527 0.6380879 ]"
Bananas,20,37.0715066,-0.7192661,training,04/11/2021,04/11/2022,complete,"[0.69837164 0.70009108 0.44547785 0.40079494 0.74446865 0.18056908
 0.50391498 0.27876862 0.18546323 0.79876296]"
Maize,7,37.10077547,-0.727275478,training,04/12/2021,04/12/2022,complete,"[0.48221131 0.15233608 0.51854129 0.43220961 0.71040033 0.63318346
 0.18832565 0.45359055 0.26371049 0.82149105]"
Avocado,8,37.1093691,-0.7251457,training,13/04/2021,13/04/2022,complete,"[0.60707918 0.62417566 0.82116518 0.01498215 0.44266531 0.54781352
 0.2303403  0.47486217 0.80612858 0.43645994]"
Beans,12,37.1090827,-0.7252321,training,14/04/2021,14/04/2022,complete,"[0.84684945 0.00384216 0.07972373 0.58910711 0.20792772 0.23935415
 0.14580885 0.76860516 0.2892469  0.02363128]"
Maize,7,37.10930116,-0.72566566,training,15/04/2021,15/04/2022,complete,"[0.53729823 0.00805688 0.36053549 0.2398722  0.77908973 0.97553983
 0.7202309  0.65741533 0.34253819 0.88460154]"
Maize,7,37.12879774,-0.721960069,training,16/04/2021,16/04/2022,complete,"[0.36577675 0.52585979 0.3461176  0.7861491  0.29656089 0.46146688
 0.82511091 0.19519983 0.7316509  0.88614119]"
Maize,7,37.14311195,-0.720188607,training,17/04/2021,17/04/2022,complete,"[0.9789545  0.58575044 0.81857113 0.15376383 0.44420937 0.59182572
 0.31299697 0.4983027  0.01633038 0.32192642]"
Maize,7,37.0863164,-0.7246474,training,18/04/2021,18/04/2022,complete,"[0.61535194 0.62809321 0.3354897  0.04817017 0.04756826 0.58207921
 0.08309618 0.172585   0.09097848 0.99188403]"
Maize,7,37.0718931,-0.7190735,training,19/04/2021,19/04/2022,complete,"[0.55824073 0.39138331 0.01182125 0.98572945 0.61833019 0.12091142
 0.31238536 0.06334309 0.97463586 0.37811304]"
Bananas,20,37.0719613,-0.7190578,training,20/04/2021,20/04/2022,complete,"[0.09450169 0.32288894 0.20447524 0.8646077  0.13481943 0.49246802
 0.4255353  0.10172901 0.84024613 0.86245681]"
Maize,7,37.03265922,-0.714412438,training,21/04/2021,21/04/2022,complete,"[0.73421087 0.04135152 0.93350271 0.34916411 0.78297943 0.21921096
 0.99602085 0.23176137 0.85251667 0.01110088]"
Maize,7,37.0294573,-0.7158395,training,22/04/2021,22/04/2022,complete,"[0.78627681 0.18630413 0.60978563 0.79727936 0.92946239 0.74615939
 0.39042896 0.34532752 0.93026358 0.63422328]"
Maize,7,37.0294229,-0.7158453,training,23/04/2021,23/04/2022,complete,"[0.00974717 0.01414671 0.75258848 0.94443538 0.5820253  0.80743377
 0.99439174 0.14468598 0.57495051 0.18936211]"
Maize,7,37.0252217,-0.718466,training,24/04/2021,24/04/2022,complete,"[0.50547264 0.17754583 0.9804532  0.7718372  0.3652398  0.56673284
 0.63790255 0.80285728 0.60757396 0.53332224]"
Maize,7,37.02498367,-0.723721515,training,25/04/2021,25/04/2022,complete,"[0.62230726 0.45585766 0.82168028 0.94348945 0.57833336 0.08683469
 0.85089552 0.56329991 0.51488307 0.59125064]"
Maize,7,37.02537954,-0.723859012,training,26/04/2021,26/04/2022,complete,"[0.51526687 0.9017657  0.75166902 0.70930023 0.38281228 0.5483118
 0.54519721 0.83968467 0.53412791 0.00173901]"
Arrowroot,16,37.02444404,-0.723681523,training,27/04/2021,27/04/2022,complete,"[0.97351939 0.01844109 0.46672499 0.16328115 0.79023387 0.63930876
 0.78226491 0.69258413 0.84792646 0.49742044]"
Bananas,20,37.02586746,-0.728226904,training,28/04/2021,28/04/2022,complete,"[0.59593786 0.72197522 0.71072211 0.35633573 0.08598899 0.74173311
 0.86586476 0.27461617 0.30627726 0.17659897]"
Maize,7,37.0260298,-0.7278265,training,29/04/2021,29/04/2022,complete,"[0.50258031 0.0702003  0.90026498 0.88935872 0.80147177 0.70845941
 0.13664185 0.96349293 0.4169448  0.57199304]"
